corpus	piece	phrase_id	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152	153	154	155	156	157	158	159	160	161	162	163	164	165	166	167	168	169	170	171	172	173	174	175	176	177	178	179	180	181	182	183	184	185	186	187	188	189	190	191	192	193	194	195	196	197	198	199	200	201	202	203	204	205	206	207	208	209	210	211	212	213	214	215	216	217	218	219	220	221	222	223	224	225	226	227	228	229	230	231	232	233	234	235	236	237	238	239	240	241	242	243	244	245	246	247	248	249	250	251	252	253	254	255	256	257	258	259	260	261	262	263	264	265	266	267	268	269	270	271	272	273	274	275	276	277	278	279	280	281	282	283	284	285	286	287	288	289	290	291	292	293	294	295	296	297	298	299	300	301	302	303	304	305	306	307	308	309	310	311	312	313	314	315	316	317	318	319	320	321	322	323	324	325	326	327	328	329	330	331	332	333	334	335	336	337	338	339	340	341	342	343	344	345	346	347	348	349	350	351	352	353	354	355	356	357	358	359	360	361	362	363	364	365	366	367	368	369	370	371	372	373	374	375	376	377	378	379	380	381	382	383	384	385	386	387	388	389	390	391	392	393	394	395	396	397	398	399	400	401	402	403	404	405	406	407	408	409	410	411	412	413	414	415	416	417	418	419	420	421	422	423	424	425	426	427	428	429	430	431	432	433	434	435	436	437	438	439	440	441	442	443	444	445	446	447	448	449	450	451	452	453	454	455	456	457	458	459	460	461	462	463	464	465	466	467	468	469	470	471	472	473	474	475	476	477	478	479	480	481	482	483	484	485	486	487	488	489	490	491	492	493	494	495	496	497	498	499
kleine_geistliche_konzerte	op08n14swv295_O_hilf,_Christe_Gottes_Sohn	7601	III	V/III	V(4)/III	III	V/III	III	V/III	vi/III	V/III	IV	v	IV																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
kleine_geistliche_konzerte	op08n14swv295_O_hilf,_Christe_Gottes_Sohn	7602	i	V	V(4)	iio65	V	i	#viio6	IV	V	IV	i6	V	VI	V	i	V																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
kleine_geistliche_konzerte	op08n14swv295_O_hilf,_Christe_Gottes_Sohn	7603	V																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
kleine_geistliche_konzerte	op08n15swv296_Fürchte_dich_nicht	7604	i	V	IV	i	V	I6	VI	i																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																												
kleine_geistliche_konzerte	op08n15swv296_Fürchte_dich_nicht	7605	v	V/v	iv/v	v	V/v	V6	VI/v	v																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																												
kleine_geistliche_konzerte	op08n15swv296_Fürchte_dich_nicht	7606	i	V	iv6	i																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																
kleine_geistliche_konzerte	op08n15swv296_Fürchte_dich_nicht	7607	I	V6	i	i	V6	V	V/V																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
kleine_geistliche_konzerte	op08n15swv296_Fürchte_dich_nicht	7608	VII	V6/VII	VII	VII	V6/VII																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
kleine_geistliche_konzerte	op08n15swv296_Fürchte_dich_nicht	7609	VI	V6/VI	VI	VI	V6/VI																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
kleine_geistliche_konzerte	op08n15swv296_Fürchte_dich_nicht	7610	iv	V/iv	V(4)/iv	iv6																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																
kleine_geistliche_konzerte	op08n15swv296_Fürchte_dich_nicht	7611	III	V/III	V(4)/III	IV/III	V/III																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
kleine_geistliche_konzerte	op08n15swv296_Fürchte_dich_nicht	7612	i	V	V(4)	i6																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																
kleine_geistliche_konzerte	op08n15swv296_Fürchte_dich_nicht	7613	VII	V/VII	V(4)/VII	IV/VII	V/VII																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
kleine_geistliche_konzerte	op08n15swv296_Fürchte_dich_nicht	7614	v	V/v	V(4)/v	v6																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																
kleine_geistliche_konzerte	op08n15swv296_Fürchte_dich_nicht	7615	I	V	V(4)	V(64)	V	VI	V	iv	VI	i	v	VII	iv	VI	III																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
kleine_geistliche_konzerte	op08n15swv296_Fürchte_dich_nicht	7616	V	V/V	V(4)/V	V(64)/V	V/V	i	III	IV	i	III	VII	ii	#vi																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
kleine_geistliche_konzerte	op08n15swv296_Fürchte_dich_nicht	7617	I	V	V(4)	V(64)	V	iv	VI	VII	III	VI	VI6	i	III	v	VII	iv	iv6	VI	i																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																	
kleine_geistliche_konzerte	op08n15swv296_Fürchte_dich_nicht	7618	I	V	V(4)	V(64)	V	VI	V	iv	VI	i	v	VII	iv	VI	III																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
kleine_geistliche_konzerte	op08n15swv296_Fürchte_dich_nicht	7619	V	V/V	V(4)/V	V(64)/V	V/V	i	III	IV	i	III	VII	ii	VI																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
kleine_geistliche_konzerte	op08n15swv296_Fürchte_dich_nicht	7620	i	V	V(4)	V(64)	V	iv	VI	VII	III	VI	VI6	i	III	v	VII	iv	iv6	VI	i																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																	
kleine_geistliche_konzerte	op08n15swv296_Fürchte_dich_nicht	7621	i	V	V(4)	VI	IV7	ii6	i	IV7	ii6	i	IV7	ii6	i6	ii																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
kleine_geistliche_konzerte	op08n16swv297_O_Herr_hilf	7622	i	V	ii6	#vio	III6	VII	iv6	i	#viio6	iv	i64	VI	i2	i																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
kleine_geistliche_konzerte	op08n16swv297_O_Herr_hilf	7623	v	V/v	iio65/v	III	V+6/III	IV	i65	VII6	VII	V/VII	i	v	i6	i	v	i	V	i	V6																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																	
kleine_geistliche_konzerte	op08n16swv297_O_Herr_hilf	7624	IV	V/IV	ii65/IV	iv	VIM7	III	V/III	iv	VI	i																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																										
kleine_geistliche_konzerte	op08n16swv297_O_Herr_hilf	7625	i	V	#viio43	iio65	i6	IIIM65	iio6	iv65	III6	III	V/III	iv	i	iv	i	iv	i	#viio6																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																		
kleine_geistliche_konzerte	op08n16swv297_O_Herr_hilf	7626	III	V(6)/III	V/III	ii65/III	III	viio/III	V6/III	vi/III	V/III	III	V6/III	III	ii6	v	i	#viio	V6																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
kleine_geistliche_konzerte	op08n16swv297_O_Herr_hilf	7627	III	V/III	III	IV/III	v6	i	ii																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
kleine_geistliche_konzerte	op08n16swv297_O_Herr_hilf	7628	v	V/v	V(4)/v	VI/v	iv/v	V/v	IV/v	III/v	ii/v	V	V(64)	V	V(64)	V7	V	i	#viio	V6	i																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																	
kleine_geistliche_konzerte	op08n16swv297_O_Herr_hilf	7629	IV	V/IV	V(4)/IV	IV/IV	iv65	IIIM65	VII	iv65	i	V	i	III	ii	IV	III																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
kleine_geistliche_konzerte	op08n16swv297_O_Herr_hilf	7630	v	V/v	V(4)/v	IV/v	v65	IV65	i	V65	VII6	VII	v6	VII	v6	VII	V/VII	VII	ii	i	III	ii																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																
kleine_geistliche_konzerte	op08n16swv297_O_Herr_hilf	7631	VII	V/VII	V(4)/VII	VII6	VIIM7	viio/VII	ii7/VII	VII	ii7	i	IIIM7	iio	iv	i	iv																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
kleine_geistliche_konzerte	op08n16swv297_O_Herr_hilf	7632	I	V	V(4)	i6	i7	VII	ii7	i	IIIM7	iio	iv7	III	v7	iv	VI	v																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
kleine_geistliche_konzerte	op08n18swv299_Die_Gottseligkeit_ist_zu_allen_Dingen_nütz	7633	i	V	VI	v6	i	iv	i																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
kleine_geistliche_konzerte	op08n18swv299_Die_Gottseligkeit_ist_zu_allen_Dingen_nütz	7634	iv	#viio6/iv	#viio6(2)/iv	iv	iv6	iv	V/iv	VI/iv																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																												
kleine_geistliche_konzerte	op08n18swv299_Die_Gottseligkeit_ist_zu_allen_Dingen_nütz	7635	VI	V	V(4)	VI	i	V6	i																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
kleine_geistliche_konzerte	op08n18swv299_Die_Gottseligkeit_ist_zu_allen_Dingen_nütz	7636	i	V	V(4)	VI	v6	i	V6	i	iv	V6/iv	iv(+2)	iv	#viio6/iv	iv6	v6	i	v																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
kleine_geistliche_konzerte	op08n18swv299_Die_Gottseligkeit_ist_zu_allen_Dingen_nütz	7637	III	viio6/III	viio6(2)/III	III6	V/III	vi/III	V/III																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
kleine_geistliche_konzerte	op08n18swv299_Die_Gottseligkeit_ist_zu_allen_Dingen_nütz	7638	III	V/III	ii65/III	III6	ii/III	IV/III																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																														
kleine_geistliche_konzerte	op08n18swv299_Die_Gottseligkeit_ist_zu_allen_Dingen_nütz	7639	i	V	V(4)	i	VI	i	III	III6	III	v	V/III	III	viio6/III	IV/III	V/III	VI	ii/VI	VI6	IV/VI	VI	VI6																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
kleine_geistliche_konzerte	op08n19swv300_Himmel_und_Erde_vergehen	7640	III	V/III	III	IV/III	i	III	V/III	III	IV/III	i	III	V/III	III	III6	IV/III	i	V	i	iv	VI	i	V	i	iv	VI	i	V6	i																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
kleine_geistliche_konzerte	op08n19swv300_Himmel_und_Erde_vergehen	7641	V	V/v	v	iv/v	VI/v	v	V6/v	v																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																												
kleine_geistliche_konzerte	op08n19swv300_Himmel_und_Erde_vergehen	7642	i	V	i																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																	
kleine_geistliche_konzerte	op08n19swv300_Himmel_und_Erde_vergehen	7643	I	iv	i	iv	i	III	IV/III	III	v	i	v	V/III	III	V/III	i	iv	i	III	VII	V/VII	v	i	v	V/III	III	V/III																																																																																																																																																																																																																																																																																																																																																																																																																																																																																										
kleine_geistliche_konzerte	op08n19swv300_Himmel_und_Erde_vergehen	7644	i	V	V(4)	i	III	III6	III	v	VII	VII6	iv	VI	i	VI	V	V(4)	i	III	V/III	III	v	V/III	III	V/III	vi/III	IV/III																																																																																																																																																																																																																																																																																																																																																																																																																																																																																										
kleine_geistliche_konzerte	op08n20swv301_Nun_komm_der_Heiden_Heiland	7645	i	V	i	VII	III	v	i	v	i6	i	v	i6	i	v	i6	i	v	i6	i																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																	
kleine_geistliche_konzerte	op08n20swv301_Nun_komm_der_Heiden_Heiland	7646	i	V	i	iv	V6/iv	iv	V6/iv	iv	V6/iv	iv	V6/iv	iv																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
kleine_geistliche_konzerte	op08n20swv301_Nun_komm_der_Heiden_Heiland	7647	i	V	V(4)	i	iv	iio6	iv	VI	III	V/III	i	#viio6	iv	V6/iv	V	V(4)	V(64)	V	iv	III	V/III	V(4)/III	vi/III	III	V/III	V(4)/III	vi/III	IV/III	i	v6	v65	V6/VII	VII	V6/VII	V/VII	VI	i	v6	VII	V6/VII	VII	V/VII	V6/VII	V/VII																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
kleine_geistliche_konzerte	op08n20swv301_Nun_komm_der_Heiden_Heiland	7648	i	V	iio65	VI	V	i6	i	V	iio65	VI	i	V	V(4)	IV6	v	#vi	VII	IV	v	VII	i	ii	VII6	i	ii	III	VII																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
kleine_geistliche_konzerte	op08n20swv301_Nun_komm_der_Heiden_Heiland	7649	III	viio6/III	viio6(2)/III	III	viio6/III	III6	III6(2)	V6/III	III	V/III	IV/III																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
kleine_geistliche_konzerte	op08n20swv301_Nun_komm_der_Heiden_Heiland	7650	v	V/v	iio65/v	VI/v	V/v	v6	v	V/v	iio65/v	VI/v	v	V/v	iv/v																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
kleine_geistliche_konzerte	op08n20swv301_Nun_komm_der_Heiden_Heiland	7651	i	V	iio65	VI	V	i6	i	V	V(4)	i6	i	V	V(4)	i6	i	#viio6	#viio6(2)	IV	i6	V6	i																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
kleine_geistliche_konzerte	op08n20swv301_Nun_komm_der_Heiden_Heiland	7652	I	iv	#viio6/iv	#viio6(2)/iv	iv6	V6/iv	V6(4)/iv	iv	#viio6/iv	#viio6(2)/iv	iv6	V6/iv	V6(4)/iv	iv	V/iv	V(4)/iv	iv6	iv																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																		
kleine_geistliche_konzerte	op08n22swv303_Wir_glauben_all_an_einen_Gott	7670	v	V/v	V(4)/v	v	v6	V/v	v	V6/v	v	#viio6/v	v6	V/v	v	VI	V	i	V6	i	V	i6	ii	V	IV	V	i																																																																																																																																																																																																																																																																																																																																																																																																																																																																																											
kleine_geistliche_konzerte	op08n22swv303_Wir_glauben_all_an_einen_Gott	7671	i	V	V(4)	i	i(9)	V6	i	#viio6	i6	V	i																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
kleine_geistliche_konzerte	op08n22swv303_Wir_glauben_all_an_einen_Gott	7672	III	V/III	V(4)/III	V(64)/III	V/III	V6(+4)/VII	vi/VII	VII	viio6/VII	ii/VII	v	#viio6/v	v6	iv/v	v																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
kleine_geistliche_konzerte	op08n22swv303_Wir_glauben_all_an_einen_Gott	7673	v	V/v	V(4)/v	V(64)/v	V(6)/v	iv6/v																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																														
kleine_geistliche_konzerte	op08n22swv303_Wir_glauben_all_an_einen_Gott	7674	III	viio6/III	IV/III	III6	IV/III	vi/III	V/III	V(4)/III	vi/III	III	V/III	V(4)/III	IV/III	III	V/III	V(4)/III	vi/III	III	V/III	ii6/III	III	vi/VII	V/VII	V(4)/VII	vi/VII	VII	V/VII	IV/VII	VII6	VII	V/IV	IV/IV	IV6	V/IV	IV/IV	IV6	IV	V	IV6	i	V6	i	i6	V/v	iv/v	V6	V/v	iv/v	v6																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
kleine_geistliche_konzerte	op08n22swv303_Wir_glauben_all_an_einen_Gott	7675	V	V/V	V(4)/V	iv/V	v	IV	VII	IV	v	ii																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																										
kleine_geistliche_konzerte	op08n22swv303_Wir_glauben_all_an_einen_Gott	7676	i	V	V(4)	i6	i6(2)	v	i	V65	i	V	V(4)	i																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
kleine_geistliche_konzerte	op08n22swv303_Wir_glauben_all_an_einen_Gott	7677	IV	V/IV	V(4)/IV	IVM7/IV	IV6	iii/IV	V64	#viio6	#viio6(2)	#viio6(#112)	#viio6	ii	V/VII	V(4)/VII	V(64)/VII	V(6)/VII	V/VII	V(4)/VII	V/VII	V6/IV	V6(4)/IV	V6(4)/IV	V6/IV	i																																																																																																																																																																																																																																																																																																																																																																																																																																																																																												
kleine_geistliche_konzerte	op08n22swv303_Wir_glauben_all_an_einen_Gott	7678	V	i	VII	III	ii	v	IV	v	ii	v	IV	VII	viio/VII	ii																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
kleine_geistliche_konzerte	op08n22swv303_Wir_glauben_all_an_einen_Gott	7679	v	V/v	V(4)/v	v6	v6(2)	VII/v	III6/v	v	V/v	V(4)/v	v	V/v	V(4)/v																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
kleine_geistliche_konzerte	op08n22swv303_Wir_glauben_all_an_einen_Gott	7680	V	V(64)	i	i(9)	#viio	III6	III	V/III	V(64)/III	III	v	V/v	ii/v	IV/v	V	ii	IV																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
kleine_geistliche_konzerte	op08n22swv303_Wir_glauben_all_an_einen_Gott	7681	v	V/v	ii%65/v	VI/v	v	V/v	ii%65/v	III	V/III	ii65/III	vi/III	III	V/III	ii65/III	i	III	i	V6	i	#viio6	i6	ii	ii6	III6	iv6																																																																																																																																																																																																																																																																																																																																																																																																																																																																																											
kleine_geistliche_konzerte	op08n22swv303_Wir_glauben_all_an_einen_Gott	7682	I	V	V(4)	i	V	iv7	iv	VII6	VII	IV64	IV	III6	v	ii64	ii	III	V/III	ii6/III	vi/III	III	V/III	ii/III	IV/III	i	V6	i	V	i6	i	VII	III6	III	ii	v6																																																																																																																																																																																																																																																																																																																																																																																																																																																																																		
kleine_geistliche_konzerte	op08n22swv303_Wir_glauben_all_an_einen_Gott	7683	I	V	iv(9+6)	V(4)	i	V	iv7	iv	VII6	VII	IV64	IV	III6	v	ii64	ii	III	V/III	ii6/III	vi/III	III	V/III	ii/III	IV/III	i	V6																																																																																																																																																																																																																																																																																																																																																																																																																																																																																										
kleine_geistliche_konzerte	op08n24swv305_Ich_hab_mein_Sach_Gott_heimgestellt	7703	i	V	ii6	i	V(6)	V	i	i(9)	VII	VII(4)	III	v	i																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
kleine_geistliche_konzerte	op08n24swv305_Ich_hab_mein_Sach_Gott_heimgestellt	7704	III	V/III	ii6/III	v	v6	VII	i																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
kleine_geistliche_konzerte	op08n24swv305_Ich_hab_mein_Sach_Gott_heimgestellt	7705	i	V	ii6	i	V(6)	V	i	v6	VII																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																											
kleine_geistliche_konzerte	op08n24swv305_Ich_hab_mein_Sach_Gott_heimgestellt	7706	V	i	VII	III	v	i																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																														
kleine_geistliche_konzerte	op08n24swv305_Ich_hab_mein_Sach_Gott_heimgestellt	7707	i	V	ii6	i	V(6)																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
kleine_geistliche_konzerte	op08n24swv305_Ich_hab_mein_Sach_Gott_heimgestellt	7708	III	V/III	V(64)/III	IV/III	v	v6	VII																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
kleine_geistliche_konzerte	op08n24swv305_Ich_hab_mein_Sach_Gott_heimgestellt	7709	i	V	ii6	i	V(6)	V	i	v6	VII																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																											
kleine_geistliche_konzerte	op08n24swv305_Ich_hab_mein_Sach_Gott_heimgestellt	7710	i	V	IV7	i	V	V(4)	V(64)	V(6)	V	i	VII	III	v	i																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
